Scientific Name,Common Name,Genus,Family,Four o'clock family,Duration,Growth Habit,Fact Sheets,Plant Guides,Characteristics Data,Cultivar Name,Active Growth Period,Bloat,Coppice Potential,Fire Resistance,Flower Color,Flower Conspicuous,Foliage Color,Foliage Porosity Summer,Fruit Color,Fruit Conspicuous,"Height, Mature (feet)",Known Allelopath,Leaf Retention,Lifespan,Nitrogen Fixation,Shape and Orientation,Toxicity,Drought Tolerance,Fertility Requirement,Moisture Use,pH (Minimum),pH (Maximum),Salinity Tolerance,Shade Tolerance,Fruit/Seed Period End,Berry/Nut/Seed Product,Christmas Tree Product,Fodder Product,Fuelwood Product,Lumber Product,Naval Store Product,Post Product,Pulpwood Product,Veneer Product
Dendromecon rigida ssp. rigida,tree poppy,Dendromecon,Papaveraceae,Poppy family,Perennial,"Shrub, Tree",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dentaria californica,,Dentaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dentaria integrifolia var. californica,,Dentaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deschampsia caespitosa ssp. holciformis,,Deschampsia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deschampsia cespitosa ssp. holciformis,,Deschampsia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deschampsia holciformis,Pacific hairgrass,Deschampsia,Poaceae,Grass family,Perennial,Graminoid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Descurainia menziesii,,Descurainia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Descurainia menziesii var. glandulosa,,Descurainia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Descurainia pinnata,western tansymustard,Descurainia,Brassicaceae,Mustard family,"Annual, Biennial, Perennial",Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Descurainia pinnata ssp. menziesii,Menzies' tansymustard,Descurainia,Brassicaceae,Mustard family,"Annual, Biennial",Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dicentra chrysantha,,Dicentra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dicentra ochroleuca,,Dicentra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dichanthelium acuminatum,tapered rosette grass,Dichanthelium,Poaceae,Grass family,Perennial,Graminoid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dichanthelium acuminatum var. acuminatum,tapered rosette grass,Dichanthelium,Poaceae,Grass family,Perennial,Graminoid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dichanthelium auburne,,Dichanthelium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dichelostemma capitatum,bluedicks,Dichelostemma,Liliaceae,Lily family,Perennial,Forb/herb,,../plantguide/pdf/cs_dica14.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dichelostemma capitatum ssp. capitatum,bluedicks,Dichelostemma,Liliaceae,Lily family,Perennial,Forb/herb,,../plantguide/pdf/cs_dicac5.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dichelostemma lacuna-vernalis,,Dichelostemma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dichelostemma pulchellum,,Dichelostemma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dichelostemma pulchellum var. capitatum,,Dichelostemma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dichondra donelliana,California ponysfoot,Dichondra,Convolvulaceae,Morning-glory family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dichondra donnelliana,,Dichondra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dichondra occidentalis,western ponysfoot,Dichondra,Convolvulaceae,Morning-glory family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digitaria paspaloides,,Digitaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digitaria sanguinalis,hairy crabgrass,Digitaria,Poaceae,Grass family,Annual,Graminoid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diplachne fusca,,Diplachne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diplachne uninervia,,Diplachne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diplacus arachnoideus,,Diplacus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diplacus aurantiacus,orange bush monkeyflower,Diplacus,Scrophulariaceae,Figwort family,Perennial,"Subshrub, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diplacus aurantiacus ssp. aurantiacus,orange bush monkeyflower,Diplacus,Scrophulariaceae,Figwort family,Perennial,"Subshrub, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diplacus cardinalis,,Diplacus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diplacus clevelandii,Cleveland's bush monkeyflower,Diplacus,Scrophulariaceae,Figwort family,Perennial,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diplacus glutinosus,,Diplacus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diplacus glutinosus var. aurantiacus,,Diplacus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diplacus glutinosus var. puniceus,,Diplacus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diplacus latifolius,,Diplacus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diplacus leptanthus,,Diplacus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diplacus longiflorus,southern bush monkeyflower,Diplacus,Scrophulariaceae,Figwort family,Perennial,"Shrub, Subshrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diplacus puniceus,red bush monkeyflower,Diplacus,Scrophulariaceae,Figwort family,Perennial,"Shrub, Subshrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diplotaxis muralis,annual wallrocket,Diplotaxis,Brassicaceae,Mustard family,"Annual, Biennial",Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diplotaxis tenuifolia,perennial wallrocket,Diplotaxis,Brassicaceae,Mustard family,Perennial,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Distichlis littoralis,,Distichlis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Distichlis spicata,saltgrass,Distichlis,Poaceae,Grass family,Perennial,Graminoid,../factsheet/pdf/fs_disp.pdf,../plantguide/pdf/pg_disp.pdf,Yes,,"Spring, Summer, Fall",None,No,No,Yellow,No,Green,Porous,Brown,No,1.1,No,No,Long,None,Semi-Erect,None,Medium,Medium,Medium,6.4,10,High,Intolerant,Fall,No,No,No,,No,No,No,No,No
Distichlis spicata ssp. stricta,,Distichlis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Distichlis spicata var. borealis,,Distichlis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Distichlis spicata var. divaricata,,Distichlis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Distichlis spicata var. nana,,Distichlis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Distichlis spicata var. stolonifera,,Distichlis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Distichlis spicata var. stricta,,Distichlis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Distichlis stricta,,Distichlis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Distichlis stricta var. dentata,,Distichlis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dodecatheon clevelandii,padre's shootingstar,Dodecatheon,Primulaceae,Primrose family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dodonaea ehrenbergii,,Dodonaea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dodonaea elaeagnoides,,Dodonaea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dodonaea eriocarpa,,Dodonaea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dodonaea eriocarpa var. amphioxea,,Dodonaea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dodonaea eriocarpa var. confertior,,Dodonaea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dodonaea eriocarpa var. costulata,,Dodonaea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dodonaea eriocarpa var. degeneri,,Dodonaea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dodonaea eriocarpa var. forbesii,,Dodonaea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dodonaea eriocarpa var. glabrescens,,Dodonaea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dodonaea eriocarpa var. hillebrandii,,Dodonaea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dodonaea eriocarpa var. hosakana,,Dodonaea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dodonaea eriocarpa var. lanaiensis,,Dodonaea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dodonaea eriocarpa var. molokaiensis,,Dodonaea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dodonaea eriocarpa var. oblonga,,Dodonaea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dodonaea eriocarpa var. obtusior,,Dodonaea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dodonaea eriocarpa var. pallida,,Dodonaea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dodonaea eriocarpa var. sherffii,,Dodonaea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dodonaea eriocarpa var. skottsbergii,,Dodonaea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dodonaea eriocarpa var. vaccinioides,,Dodonaea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dodonaea eriocarpa var. varians,,Dodonaea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dodonaea eriocarpa var. waimeana,,Dodonaea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dodonaea jamaicensis,,Dodonaea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dodonaea microcarya,,Dodonaea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dodonaea sandwicensis,,Dodonaea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dodonaea sandwicensis var. latifolia,,Dodonaea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dodonaea sandwicensis var. simulans,,Dodonaea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dodonaea spathulata,,Dodonaea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dodonaea stenoptera,,Dodonaea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dodonaea stenoptera var. fauriei,,Dodonaea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dodonaea thunbergiana,,Dodonaea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dodonaea viscosa,Florida hopbush,Dodonaea,Sapindaceae,Soapberry family,Perennial,"Tree, Shrub",../factsheet/pdf/fs_dovi.pdf,,Yes,,"Spring, Summer, Fall",None,Yes,No,White,No,Red,Dense,Brown,Yes,15,No,Yes,Moderate,None,Semi-Erect,None,High,Medium,Low,6.5,9.2,Medium,Intermediate,Summer,No,No,No,,No,No,No,No,No
Dodonaea viscosa var. angustifolia,,Dodonaea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dodonaea viscosa var. arborescens,,Dodonaea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dodonaea viscosa var. linearis,,Dodonaea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dodonaea viscosa var. spathulata,,Dodonaea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dondia depressa,,Dondia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dondia fruticosa,,Dondia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Draba cuneifolia,wedgeleaf draba,Draba,Brassicaceae,Mustard family,Annual,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosanthemum speciosum,royal dewflower,Drosanthemum,Aizoaceae,Fig-marigold family,Perennial,"Subshrub, Shrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drymocallis campanulata,,Drymocallis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drymocallis glandulosa,,Drymocallis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dryopteris arguta,coastal woodfern,Dryopteris,Dryopteridaceae,Wood Fern family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dudleya blochmaniae,Blochman's liveforever,Dudleya,Crassulaceae,Stonecrop family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dudleya blochmaniae ssp. blochmaniae,Blochman's liveforever,Dudleya,Crassulaceae,Stonecrop family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dudleya brauntonii,,Dudleya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dudleya caespitosa,sealettuce,Dudleya,Crassulaceae,Stonecrop family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dudleya cespitosa,,Dudleya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dudleya congesta,,Dudleya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dudleya cotyledon,,Dudleya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dudleya cymosa,canyon liveforever,Dudleya,Crassulaceae,Stonecrop family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dudleya cymosa ssp. minor,,Dudleya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dudleya cymosa ssp. ovatifolia,Santa Monica Mountains dudleya,Dudleya,Crassulaceae,Stonecrop family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dudleya edulis,fingertips,Dudleya,Crassulaceae,Stonecrop family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dudleya goldmanii,,Dudleya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dudleya lanceolata,lanceleaf liveforever,Dudleya,Crassulaceae,Stonecrop family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dudleya lurida,,Dudleya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dudleya multicaulis,manystem liveforever,Dudleya,Crassulaceae,Stonecrop family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dudleya nevadensis ssp. minor,,Dudleya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dudleya pulverulenta,chalk dudleya,Dudleya,Crassulaceae,Stonecrop family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dudleya pulverulenta ssp. pulverulenta,chalk dudleya,Dudleya,Crassulaceae,Stonecrop family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dudleya stolonifera,Laguna Beach liveforever,Dudleya,Crassulaceae,Stonecrop family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dudleya virens,bright green dudleya,Dudleya,Crassulaceae,Stonecrop family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dudleya viscida,sticky liveforever,Dudleya,Crassulaceae,Stonecrop family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dysphania ambrosioides,Mexican tea,Dysphania,Chenopodiaceae,Goosefoot family,Annual,"Forb/herb, Subshrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Echeveria pulverulenta,,Echeveria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Echidiocarya californica,,Echidiocarya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Echinochloa colona,jungle rice,Echinochloa,Poaceae,Grass family,Annual,Graminoid,,,Yes,,Spring,None,No,Yes,Green,No,Green,Porous,Yellow,No,2,No,No,,None,Semi-Erect,None,Low,Medium,Medium,4,8.5,None,Intolerant,Fall,No,No,No,,No,No,No,No,No
Echinochloa crus-galli,barnyardgrass,Echinochloa,Poaceae,Grass family,Annual,Graminoid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Echinochloa crus-galli ssp. edulis,,Echinochloa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Echinochloa crus-galli ssp. spiralis,,Echinochloa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Echinochloa crus-galli var. frumentacea,,Echinochloa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Echinochloa frumentacea,billion-dollar grass,Echinochloa,Poaceae,Grass family,Annual,Graminoid,../factsheet/pdf/fs_ecfr.pdf,,Yes,,Spring,None,No,No,Green,No,Green,Dense,Yellow,No,3.9,No,No,,None,Erect,None,Low,Medium,Medium,4.7,7.4,Low,Intolerant,Fall,No,No,Yes,,No,No,No,No,No
Echinochloa muricata,rough barnyardgrass,Echinochloa,Poaceae,Grass family,Annual,Graminoid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Echinodorus berteroi,upright burhead,Echinodorus,Alismataceae,Water-plantain family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Echinodorus berteroi var. lanceolatus,,Echinodorus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Echinodorus rostratus,,Echinodorus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Echinodorus rostratus var. lanceolatus,,Echinodorus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Echinopsilon hyssopifolius,,Echinopsilon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Echium menziesii,,Echium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eclipta alba,,Eclipta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eclipta erecta,,Eclipta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eclipta prostrata,false daisy,Eclipta,Asteraceae,Aster family,"Annual, Perennial",Forb/herb,,,Yes,,Summer,None,No,No,White,No,Green,Moderate,,No,3.2,No,No,Moderate,None,Erect,None,Low,Low,Medium,5.2,7.9,Low,Intermediate,Fall,No,No,No,,No,No,No,No,No
Ehrendorferia chrysantha,golden eardrops,Ehrendorferia,Fumariaceae,Fumitory family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ehrendorferia ochroleuca,yellow bleeding heart,Ehrendorferia,Fumariaceae,Fumitory family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eichhornia crassipes,common water hyacinth,Eichhornia,Pontederiaceae,Water-Hyacinth family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eichhornia speciosa,,Eichhornia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elatine brachysperma,shortseed waterwort,Elatine,Elatinaceae,Waterwort family,Annual,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elatine obovata,,Elatine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elatine triandra var. brachysperma,,Elatine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eleocharis acicularis,needle spikerush,Eleocharis,Cyperaceae,Sedge family,"Annual, Perennial",Graminoid,,,Yes,,"Spring, Summer, Fall",None,No,No,White,No,,Porous,Brown,No,0.7,No,No,Moderate,None,Erect,None,Low,Medium,Medium,4.5,7,Medium,Intolerant,Fall,No,No,No,,No,No,No,No,No
Eleocharis acicularis var. acicularis,needle spikerush,Eleocharis,Cyperaceae,Sedge family,"Annual, Perennial",Graminoid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eleocharis acicularis var. gracilescens,,Eleocharis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eleocharis acicularis var. occidentalis,,Eleocharis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eleocharis acicularis var. radicans,,Eleocharis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eleocharis acicularis var. submersa,,Eleocharis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eleocharis acicularis var. typica,,Eleocharis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eleocharis arenicola,,Eleocharis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eleocharis capitata var. dispar,,Eleocharis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eleocharis caribaea,,Eleocharis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eleocharis caribaea var. dispar,,Eleocharis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eleocharis coloradoensis,,Eleocharis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eleocharis geniculata,Canada spikesedge,Eleocharis,Cyperaceae,Sedge family,Annual,Graminoid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eleocharis leptos,,Eleocharis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eleocharis leptos var. coloradoensis,,Eleocharis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eleocharis leptos var. johnstonii,,Eleocharis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eleocharis lindheimeri,,Eleocharis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eleocharis macrostachya,pale spikerush,Eleocharis,Cyperaceae,Sedge family,Perennial,Graminoid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eleocharis membranacea,,Eleocharis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eleocharis montevidensis,sand spikerush,Eleocharis,Cyperaceae,Sedge family,Perennial,Graminoid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eleocharis palmeri,,Eleocharis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eleocharis parvula,dwarf spikerush,Eleocharis,Cyperaceae,Sedge family,"Annual, Perennial",Graminoid,,,Yes,,Summer and Fall,None,No,No,Green,No,,Porous,Brown,No,1.2,No,No,Moderate,None,Erect,None,None,Low,Medium,6,8,Medium,Intolerant,Fall,No,No,No,,No,No,No,No,No
Eleocharis parvula var. anachaeta,,Eleocharis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eleocharis parvula var. coloradoensis,,Eleocharis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eleocharis perlonga,,Eleocharis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eleocharis radicans,rooted spikerush,Eleocharis,Cyperaceae,Sedge family,Perennial,Graminoid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eleocharis rostellata,beaked spikerush,Eleocharis,Cyperaceae,Sedge family,Perennial,Graminoid,,,Yes,,"Spring, Summer, Fall",None,No,No,Green,No,,Porous,Brown,No,3,No,No,Moderate,None,Erect,None,None,Low,High,6,8,Medium,Intolerant,Fall,No,No,No,,No,No,No,No,No
Eleocharis rostellata var. congdonii,,Eleocharis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eleocharis rostellata var. occidentalis,,Eleocharis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eleocharis xyridiformis,,Eleocharis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eleusine africana,,Eleusine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eleusine coracana,finger millet,Eleusine,Poaceae,Grass family,Annual,Graminoid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eleusine coracana ssp. africana,African finger millet,Eleusine,Poaceae,Grass family,Annual,Graminoid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eleusine indica ssp. africana,,Eleusine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elymus condensatus,,Elymus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
